"ID","Registry name","Spawns"
158,"still_life:savanna_river","{ minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:drowned [weight: 10, min: 1, max: 2] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { meadow:water_buffalo [weight: 3, min: 2, max: 3] }; { minecraft:chicken [weight: 10, min: 4, max: 4] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:donkey [weight: 1, min: 1, max: 1] }; { minecraft:horse [weight: 1, min: 2, max: 6] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { naturalist:coral_snake [weight: 10, min: 1, max: 1] }; { naturalist:duck [weight: 10, min: 1, max: 3] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { wildernature:pelican [weight: 7, min: 3, max: 5] }; { crittersandcompanions:dragonfly [weight: 7, min: 1, max: 1] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { crittersandcompanions:otter [weight: 1, min: 3, max: 5] }; { crittersandcompanions:koi_fish [weight: 4, min: 2, max: 5] }; { fetzisasiandeco:koi [weight: 5, min: 2, max: 5] }; { naturalist:bass [weight: 10, min: 4, max: 4] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }; { hybrid-aquatic:carp [weight: 3, min: 0, max: 2] }; { hybrid-aquatic:danio [weight: 3, min: 2, max: 3] }; { hybrid-aquatic:discus [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:golden_dorado [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:golden_dorado [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:gourami [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:oscar [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:piranha [weight: 2, min: 4, max: 8] }; { hybrid-aquatic:shiner [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:sunfish [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:tetra [weight: 3, min: 2, max: 3] }; { hybrid-aquatic:tiger_barb [weight: 3, min: 2, max: 3] }; { hybrid-aquatic:trout [weight: 2, min: 0, max: 1] }; { hybrid-aquatic:crayfish [weight: 2, min: 1, max: 2] }; { hybrid-aquatic:vampire_crab [weight: 1, min: 1, max: 2] }; { hybrid-aquatic:otter [weight: 1, min: 0, max: 2] }; { untitledduckmod:duck [weight: 6, min: 2, max: 4] }; { untitledduckmod:goose [weight: 4, min: 2, max: 4] }"
159,"still_life:scorched_caves","{ creeperoverhaul:badlands_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { endermanoverhaul:badlands_enderman [weight: 10, min: 1, max: 4] }; { endermanoverhaul:cave_enderman [weight: 2, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { minecraft:chicken [weight: 10, min: 4, max: 4] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:donkey [weight: 1, min: 1, max: 1] }; { minecraft:horse [weight: 1, min: 2, max: 6] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
160,"still_life:semiarid_desert","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:desert_creeper [weight: 75, min: 2, max: 2] }; { endermanoverhaul:cave_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:desert_enderman [weight: 10, min: 1, max: 4] }; { minecraft:husk [weight: 80, min: 4, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { friendsandfoes:mauler [weight: 8, min: 1, max: 1] }; { minecraft:camel [weight: 1, min: 1, max: 3] }; { minecraft:rabbit [weight: 9, min: 2, max: 3] }; { naturalist:cardinal [weight: 10, min: 1, max: 4] }; { naturalist:lizard [weight: 10, min: 1, max: 2] }; { naturalist:rattlesnake [weight: 10, min: 1, max: 1] }; { naturalist:snake [weight: 10, min: 1, max: 1] }; { naturalist:tortoise [weight: 10, min: 1, max: 3] }; { naturalist:vulture [weight: 3, min: 2, max: 4] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
161,"betterend:shadow_forest","{ betterend:shadow_walker [weight: 80, min: 2, max: 4] }; { endermanoverhaul:end_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:end_islands_enderman [weight: 1, min: 1, max: 1] }; { minecraft:enderman [weight: 40, min: 1, max: 4] }; { minecraft:phantom [weight: 1, min: 1, max: 2] }"
162,"nullscape:shadowlands","{ endermanoverhaul:end_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:end_islands_enderman [weight: 1, min: 1, max: 1] }; { minecraft:enderman [weight: 10, min: 4, max: 4] }; { minecraft:phantom [weight: 5, min: 1, max: 1] }"
163,"still_life:shrub_steppe","{ endermanoverhaul:cave_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:savanna_enderman [weight: 10, min: 1, max: 4] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { friendsandfoes:mauler [weight: 32, min: 1, max: 1] }; { minecraft:chicken [weight: 0, min: 4, max: 4] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:donkey [weight: 1, min: 1, max: 1] }; { minecraft:horse [weight: 1, min: 2, max: 6] }; { minecraft:pig [weight: 0, min: 4, max: 4] }; { minecraft:rabbit [weight: 4, min: 2, max: 4] }; { minecraft:sheep [weight: 0, min: 4, max: 4] }; { naturalist:boar [weight: 10, min: 4, max: 4] }; { naturalist:cardinal [weight: 10, min: 1, max: 4] }; { naturalist:elephant [weight: 5, min: 2, max: 3] }; { naturalist:finch [weight: 10, min: 1, max: 4] }; { naturalist:giraffe [weight: 5, min: 2, max: 4] }; { naturalist:hippo [weight: 10, min: 3, max: 4] }; { naturalist:lion [weight: 3, min: 3, max: 5] }; { naturalist:lizard [weight: 10, min: 1, max: 2] }; { naturalist:rattlesnake [weight: 10, min: 1, max: 1] }; { naturalist:rhino [weight: 1, min: 1, max: 3] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { naturalist:snake [weight: 10, min: 1, max: 1] }; { naturalist:vulture [weight: 3, min: 2, max: 4] }; { naturalist:zebra [weight: 1, min: 2, max: 3] }; { wildernature:bison [weight: 14, min: 3, max: 6] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
164,"minecraft:small_end_islands","{ endermanoverhaul:end_enderman [weight: 2, min: 1, max: 2] }; { minecraft:enderman [weight: 10, min: 4, max: 4] }"
165,"still_life:snowy_barren_peaks","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:hills_creeper [weight: 75, min: 2, max: 2] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 10, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 25, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { meadow:wooly_sheep [weight: 10, min: 2, max: 3] }; { minecraft:sheep [weight: 6, min: 2, max: 3] }; { naturalist:bear [weight: 10, min: 1, max: 2] }; { naturalist:canary [weight: 10, min: 1, max: 4] }; { naturalist:robin [weight: 10, min: 1, max: 4] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
166,"minecraft:snowy_beach","{ creeperoverhaul:beach_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:snowy_creeper [weight: 75, min: 2, max: 2] }; { endermanoverhaul:cave_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:snowy_enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { naturalist:bluejay [weight: 10, min: 1, max: 4] }; { naturalist:coral_snake [weight: 10, min: 1, max: 1] }; { wildernature:pelican [weight: 7, min: 3, max: 5] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
167,"still_life:snowy_boreal_alpine_tundra","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:hills_creeper [weight: 75, min: 2, max: 2] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { meadow:wooly_sheep [weight: 10, min: 2, max: 3] }; { minecraft:chicken [weight: 0, min: 4, max: 4] }; { minecraft:cow [weight: 1, min: 4, max: 4] }; { minecraft:donkey [weight: 0, min: 1, max: 1] }; { minecraft:fox [weight: 2, min: 1, max: 2] }; { minecraft:goat [weight: 3, min: 1, max: 3] }; { minecraft:horse [weight: 0, min: 2, max: 6] }; { minecraft:pig [weight: 0, min: 4, max: 4] }; { minecraft:sheep [weight: 10, min: 4, max: 4] }; { naturalist:bear [weight: 10, min: 1, max: 2] }; { naturalist:canary [weight: 10, min: 1, max: 4] }; { naturalist:robin [weight: 10, min: 1, max: 4] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
168,"still_life:snowy_peaks","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:snowy_creeper [weight: 75, min: 2, max: 2] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { meadow:wooly_sheep [weight: 10, min: 2, max: 3] }; { minecraft:sheep [weight: 6, min: 2, max: 3] }; { naturalist:bear [weight: 10, min: 1, max: 2] }; { naturalist:canary [weight: 10, min: 1, max: 4] }; { naturalist:robin [weight: 10, min: 1, max: 4] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
169,"minecraft:snowy_plains","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:snowy_creeper [weight: 75, min: 2, max: 2] }; { endermanoverhaul:cave_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:snowy_enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 20, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:stray [weight: 80, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { crittersandcompanions:shima_enaga [weight: 3, min: 2, max: 3] }; { ecologics:penguin [weight: 2, min: 4, max: 5] }; { minecraft:polar_bear [weight: 1, min: 1, max: 2] }; { minecraft:rabbit [weight: 10, min: 2, max: 3] }; { naturalist:bluejay [weight: 10, min: 1, max: 4] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
170,"minecraft:snowy_slopes","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:snowy_creeper [weight: 75, min: 2, max: 2] }; { endermanoverhaul:cave_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:snowy_enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { meadow:wooly_sheep [weight: 10, min: 2, max: 3] }; { minecraft:goat [weight: 5, min: 1, max: 3] }; { minecraft:rabbit [weight: 4, min: 2, max: 3] }; { minecraft:sheep [weight: 6, min: 2, max: 3] }; { naturalist:bear [weight: 10, min: 1, max: 2] }; { naturalist:bluejay [weight: 10, min: 1, max: 4] }; { naturalist:canary [weight: 10, min: 1, max: 4] }; { naturalist:robin [weight: 10, min: 1, max: 4] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { wildernature:minisheep [weight: 13, min: 3, max: 6] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
171,"minecraft:snowy_taiga","{ creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:snowy_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:spruce_creeper [weight: 75, min: 2, max: 2] }; { endermanoverhaul:cave_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:snowy_enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { minecraft:chicken [weight: 10, min: 4, max: 4] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:fox [weight: 8, min: 2, max: 4] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:rabbit [weight: 4, min: 2, max: 3] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { minecraft:wolf [weight: 8, min: 4, max: 4] }; { naturalist:bear [weight: 10, min: 1, max: 2] }; { naturalist:bluejay [weight: 10, min: 1, max: 4] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
172,"still_life:snowy_tundra","{ endermanoverhaul:cave_enderman [weight: 2, min: 1, max: 2] }; { endermanoverhaul:snowy_enderman [weight: 10, min: 1, max: 4] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { minecraft:chicken [weight: 0, min: 4, max: 4] }; { minecraft:cow [weight: 1, min: 3, max: 4] }; { minecraft:donkey [weight: 0, min: 1, max: 1] }; { minecraft:fox [weight: 1, min: 1, max: 2] }; { minecraft:horse [weight: 0, min: 2, max: 6] }; { minecraft:pig [weight: 0, min: 4, max: 4] }; { minecraft:rabbit [weight: 3, min: 1, max: 2] }; { minecraft:sheep [weight: 0, min: 4, max: 4] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }"
173,"betternether:soul_plain","{ betternether:jungle_skeleton [weight: 0, min: 2, max: 4] }; { betternether:naga [weight: 8, min: 3, max: 5] }; { betternether:skull [weight: 2, min: 2, max: 4] }; { minecraft:enderman [weight: 1, min: 4, max: 4] }; { minecraft:ghast [weight: 50, min: 4, max: 4] }; { minecraft:hoglin [weight: 0, min: 1, max: 2] }; { minecraft:magma_cube [weight: 2, min: 4, max: 4] }; { minecraft:piglin [weight: 15, min: 4, max: 4] }; { minecraft:piglin_brute [weight: 0, min: 1, max: 1] }; { minecraft:zombified_piglin [weight: 100, min: 4, max: 4] }; { minecraft:strider [weight: 60, min: 1, max: 2] }; { betternether:firefly [weight: 5, min: 1, max: 3] }; { betternether:flying_pig [weight: 0, min: 2, max: 4] }; { betternether:hydrogen_jellyfish [weight: 5, min: 2, max: 6] }"
174,"minecraft:soul_sand_valley","{ betternether:naga [weight: 8, min: 3, max: 5] }; { endermanoverhaul:soulsand_valley_enderman [weight: 2, min: 1, max: 2] }; { minecraft:ghast [weight: 50, min: 4, max: 4] }; { minecraft:skeleton [weight: 20, min: 5, max: 5] }; { minecraft:strider [weight: 60, min: 1, max: 2] }; { betternether:firefly [weight: 5, min: 1, max: 3] }; { betternether:hydrogen_jellyfish [weight: 5, min: 2, max: 6] }"
175,"minecraft:sparse_jungle","{ creeperoverhaul:bamboo_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:cave_creeper [weight: 75, min: 2, max: 2] }; { creeperoverhaul:jungle_creeper [weight: 75, min: 2, max: 2] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { crittersandcompanions:jumping_spider [weight: 2, min: 1, max: 1] }; { crittersandcompanions:red_panda [weight: 8, min: 1, max: 2] }; { hybrid-birds:peacock [weight: 2, min: 1, max: 2] }; { minecraft:frog [weight: 8, min: 3, max: 4] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { minecraft:wolf [weight: 5, min: 4, max: 4] }; { naturalist:coral_snake [weight: 10, min: 1, max: 1] }; { naturalist:elephant [weight: 5, min: 2, max: 3] }; { naturalist:hippo [weight: 10, min: 3, max: 4] }; { naturalist:lizard [weight: 10, min: 1, max: 2] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { naturalist:snake [weight: 10, min: 1, max: 1] }; { naturalist:tortoise [weight: 10, min: 1, max: 3] }; { wildernature:cassowary [weight: 7, min: 3, max: 5] }; { crittersandcompanions:leaf_insect [weight: 14, min: 1, max: 1] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }; { hybrid-aquatic:african_butterflyfish [weight: 2, min: 1, max: 1] }; { hybrid-aquatic:danio [weight: 3, min: 2, max: 3] }; { hybrid-aquatic:discus [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:golden_dorado [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:gourami [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:oscar [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:piranha [weight: 2, min: 4, max: 8] }; { hybrid-aquatic:pleco [weight: 1, min: 1, max: 2] }; { hybrid-aquatic:tetra [weight: 3, min: 2, max: 3] }; { hybrid-aquatic:tiger_barb [weight: 3, min: 2, max: 3] }; { hybrid-aquatic:vampire_crab [weight: 1, min: 1, max: 2] }"
176,"ae2:spatial_storage",""
177,"still_life:steppe_river","{ minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { meadow:water_buffalo [weight: 3, min: 2, max: 3] }; { minecraft:chicken [weight: 10, min: 4, max: 4] }; { minecraft:cow [weight: 8, min: 4, max: 4] }; { minecraft:donkey [weight: 1, min: 1, max: 1] }; { minecraft:horse [weight: 1, min: 2, max: 6] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:sheep [weight: 12, min: 4, max: 4] }; { naturalist:coral_snake [weight: 10, min: 1, max: 1] }; { naturalist:duck [weight: 10, min: 1, max: 3] }; { naturalist:snail [weight: 10, min: 1, max: 3] }; { wildernature:pelican [weight: 7, min: 3, max: 5] }; { crittersandcompanions:dragonfly [weight: 7, min: 1, max: 1] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:glow_squid [weight: 10, min: 4, max: 6] }; { crittersandcompanions:otter [weight: 1, min: 3, max: 5] }; { crittersandcompanions:koi_fish [weight: 4, min: 2, max: 5] }; { fetzisasiandeco:koi [weight: 5, min: 2, max: 5] }; { naturalist:bass [weight: 10, min: 4, max: 4] }; { friendsandfoes:rascal [weight: 4, min: 1, max: 1] }; { hybrid-aquatic:carp [weight: 3, min: 0, max: 2] }; { hybrid-aquatic:golden_dorado [weight: 1, min: 1, max: 1] }; { hybrid-aquatic:shiner [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:sunfish [weight: 3, min: 1, max: 2] }; { hybrid-aquatic:trout [weight: 2, min: 0, max: 1] }; { hybrid-aquatic:crayfish [weight: 2, min: 1, max: 2] }; { hybrid-aquatic:otter [weight: 1, min: 0, max: 2] }; { untitledduckmod:duck [weight: 6, min: 2, max: 4] }; { untitledduckmod:goose [weight: 4, min: 2, max: 4] }"
