"ID","Registry name","Tags"
220,"minecraft:warped_forest","c:nether_forests, endermanoverhaul:all_spawns, c:climate_dry, waystones:has_structure/blackstone_waystone, betterdungeons:has_structure/small_nether_dungeon, c:in_nether, c:is_dry, letsdoaddon-structures:has_structure/warped_vinery, minecraft:has_structure/ruined_portal_nether, endermanoverhaul:warped_forest_spawns, c:is_hot/nether, explorify:has_structure/black_spiral, c:is_dry/nether, meadow:spawns_warped_cow, friendsandfoes:has_structure/citadel, farmersdelight:has_wild_beetroots, minecraft:snow_golem_melts, c:climate_hot, minecraft:spawns_warm_variant_frogs, c:is_hot, minecraft:has_structure/bastion_remnant, minecraft:has_structure/nether_fortress, nethervinery:spawns_warped_grape, betterfortresses:has_structure/better_fortress, minecraft:is_nether, minecraft:spawns_warm_variant_farm_animals, structory_towers:warped_forests"
221,"betternether:wart_forest","betterdungeons:has_structure/small_nether_dungeon, minecraft:is_nether, minecraft:has_structure/ruined_portal_nether, betterfortresses:has_structure/better_fortress, betternether:has_structure/ghast_hive, c:climate_hot, minecraft:has_structure/nether_fortress, betternether:has_structure/nether_city, betternether:has_structure/pyramid, betternether:biome, friendsandfoes:has_structure/citadel, c:in_nether, farmersdelight:has_wild_beetroots, betternether:has_structure/nether_decorations, minecraft:spawns_warm_variant_farm_animals, minecraft:spawns_warm_variant_frogs, c:climate_dry"
222,"betternether:wart_forest_edge","betterdungeons:has_structure/small_nether_dungeon, minecraft:is_nether, minecraft:has_structure/ruined_portal_nether, betterfortresses:has_structure/better_fortress, betternether:has_structure/ghast_hive, c:climate_hot, minecraft:has_structure/nether_fortress, betternether:has_structure/nether_city, betternether:has_structure/pyramid, betternether:biome, friendsandfoes:has_structure/citadel, c:in_nether, farmersdelight:has_wild_beetroots, betternether:has_structure/nether_decorations, minecraft:spawns_warm_variant_farm_animals, minecraft:spawns_warm_variant_frogs, c:climate_dry"
223,"incendium:weeping_valley","c:climate_dry, structory_towers:soul_sand_valleys, friendsandfoes:has_structure/citadel, forge:is_hot/nether, minecraft:spawns_warm_variant_farm_animals, c:in_nether, minecraft:is_nether, explorify:has_structure/black_spiral, forge:is_sparse/nether, minecraft:spawns_warm_variant_frogs, minecraft:has_structure/nether_fossil, minecraft:has_structure/ruined_portal_nether, betterfortresses:has_structure/better_fortress, minecraft:has_structure/nether_fortress, c:climate_hot, incendium:all_incendium_biomes, farmersdelight:has_wild_beetroots, betterdungeons:has_structure/small_nether_dungeon, incendium:entity/has_spirit, minecraft:has_structure/bastion_remnant"
224,"minecraft:windswept_forest","herbalbrews:mountain_biomes, minecraft:has_structure/trial_chambers, c:climate_temperate, c:is_sparse/overworld, naturalist:has_bluejay, supplementaries:has_cave_urns, friendsandfoes:has_rascal, c:is_sparse, structory:has_structure/ruins, bettermineshafts:has_structure/mineshaft, c:tree_deciduous, c:in_overworld, minecraft:is_overworld, structory_towers:shattered_biomes, betterstrongholds:has_structure/better_stronghold, bloomingnature:overworld, elemental_wizards_rpg:has_structure/earth_wizard, underground_bunkers:has_structure/underground_bunker_biomes, moremobvariants:sheep_spawn_with_horns, minecraft:spawns_cold_variant_farm_animals, farmersdelight:wild_onions_whitelist, farmersdelight:wild_potatoes_whitelist, supplementaries:has_way_signs, c:windswept, naturalist:has_canary, betterstrongholds:has_structure/stronghold, ae2:has_meteorites, minecraft:has_structure/stronghold, supplementaries:has_wild_flax, betterdungeons:has_structure/spider_dungeon, minecraft:has_structure/mineshaft, naturalist:has_snail, betterdungeons:has_structure/small_dungeon, loot_n_explore:has_structure/wizards_earth_tower, betterdungeons:has_structure/skeleton_dungeon, minecraft:is_hill, waystones:has_structure/waystone, loot_n_explore:has_structure/wizards_wind_monolith, structory_towers:has_structure/towers, farmersdelight:wild_carrots_whitelist, minecraft:has_structure/ruined_portal_mountain, galosphere:has_structure/forgotten_ruins, minecraft:stronghold_biased_to, elemental_wizards_rpg:has_structure/wind_wizard_monolith, betterdungeons:has_structure/zombie_dungeon, meadow:spawns_rocky_sheep, explorify:has_structure/ruins"
225,"minecraft:windswept_gravelly_hills","herbalbrews:mountain_biomes, minecraft:has_structure/trial_chambers, c:is_sparse/overworld, naturalist:has_bluejay, supplementaries:has_cave_urns, friendsandfoes:has_rascal, c:is_sparse, structory:has_structure/ruins, bettermineshafts:has_structure/mineshaft, c:in_overworld, minecraft:is_overworld, structory_towers:shattered_biomes, betterstrongholds:has_structure/better_stronghold, bloomingnature:overworld, elemental_wizards_rpg:has_structure/earth_wizard, underground_bunkers:has_structure/underground_bunker_biomes, moremobvariants:sheep_spawn_with_horns, minecraft:spawns_cold_variant_farm_animals, farmersdelight:wild_onions_whitelist, farmersdelight:wild_potatoes_whitelist, supplementaries:has_way_signs, c:windswept, naturalist:has_canary, betterstrongholds:has_structure/stronghold, ae2:has_meteorites, minecraft:has_structure/stronghold, supplementaries:has_wild_flax, betterdungeons:has_structure/spider_dungeon, minecraft:has_structure/mineshaft, c:extreme_hills, naturalist:has_snail, betterdungeons:has_structure/small_dungeon, loot_n_explore:has_structure/wizards_earth_tower, betterdungeons:has_structure/skeleton_dungeon, minecraft:is_hill, waystones:has_structure/waystone, loot_n_explore:has_structure/wizards_wind_monolith, structory_towers:has_structure/towers, farmersdelight:wild_carrots_whitelist, minecraft:has_structure/ruined_portal_mountain, galosphere:has_structure/forgotten_ruins, minecraft:stronghold_biased_to, elemental_wizards_rpg:has_structure/wind_wizard_monolith, betterdungeons:has_structure/zombie_dungeon, c:is_rare, meadow:spawns_rocky_sheep, explorify:has_structure/ruins"
226,"minecraft:windswept_hills","herbalbrews:mountain_biomes, minecraft:has_structure/trial_chambers, naturalist:has_bluejay, supplementaries:has_cave_urns, friendsandfoes:has_rascal, structory:has_structure/ruins, bettermineshafts:has_structure/mineshaft, c:in_overworld, minecraft:is_overworld, structory_towers:shattered_biomes, betterstrongholds:has_structure/better_stronghold, bloomingnature:overworld, elemental_wizards_rpg:has_structure/earth_wizard, underground_bunkers:has_structure/underground_bunker_biomes, endermanoverhaul:cave_spawns, endermanoverhaul:windswept_hills_spawns, moremobvariants:sheep_spawn_with_horns, minecraft:spawns_cold_variant_farm_animals, farmersdelight:wild_onions_whitelist, farmersdelight:wild_potatoes_whitelist, supplementaries:has_way_signs, c:windswept, naturalist:has_canary, betterstrongholds:has_structure/stronghold, ae2:has_meteorites, minecraft:has_structure/stronghold, supplementaries:has_wild_flax, betterdungeons:has_structure/spider_dungeon, minecraft:has_structure/mineshaft, c:extreme_hills, naturalist:has_snail, endermanoverhaul:all_spawns, betterdungeons:has_structure/small_dungeon, loot_n_explore:has_structure/wizards_earth_tower, betterdungeons:has_structure/skeleton_dungeon, minecraft:is_hill, waystones:has_structure/waystone, loot_n_explore:has_structure/wizards_wind_monolith, structory_towers:has_structure/towers, farmersdelight:wild_carrots_whitelist, minecraft:has_structure/ruined_portal_mountain, galosphere:has_structure/forgotten_ruins, minecraft:stronghold_biased_to, elemental_wizards_rpg:has_structure/wind_wizard_monolith, betterdungeons:has_structure/zombie_dungeon, meadow:spawns_rocky_sheep, explorify:has_structure/ruins"
227,"minecraft:windswept_savanna","farmersdelight:wild_tomatoes_whitelist, endermanoverhaul:savanna_spawns, naturalist:has_finch, c:tree_savanna, wildernature:spawns_cassowary, c:is_hot/overworld, betterdungeons:has_structure/spider_dungeon, betterdungeons:has_structure/skeleton_dungeon, galosphere:has_structure/forgotten_ruins, minecraft:spawns_warm_variant_farm_animals, c:climate_hot, structory:has_structure/ruins, naturalist:has_hippo, minecraft:has_structure/mineshaft, structory_towers:shattered_biomes, bettermineshafts:has_structure/better_mineshaft_acacia, c:in_overworld, c:is_sparse, structory_towers:has_structure/towers, minecraft:has_structure/trial_chambers, moremobvariants:wolf_spotted_spawns, c:is_dry, minecraft:has_structure/stronghold, supplementaries:has_cave_urns, naturalist:has_snail, farmersdelight:wild_onions_whitelist, minecraft:spawns_warm_variant_frogs, c:is_dry/overworld, creeperoverhaul:has_savanna_creeper, naturalist:has_lion, naturalist:has_rattlesnake, naturalist:has_cardinal, minecraft:is_overworld, farmersdelight:has_wild_beetroots, farm_and_charm:spawns_wild_tomatoes_and_corn, c:windswept, betterstrongholds:has_structure/better_stronghold, c:is_rare, farm_and_charm:spawns_wild_strawberries, naturalist:has_elephant, farmersdelight:wild_carrots_whitelist, naturalist:has_giraffe, farmersdelight:wild_potatoes_whitelist, minecraft:stronghold_biased_to, c:is_hot, c:vegetation_sparse, endermanoverhaul:all_spawns, betterdungeons:has_structure/zombie_dungeon, supplementaries:has_way_signs, farm_and_charm:spawns_wild_barley, meadow:spawns_sunset_cow, bloomingnature:overworld, betterdungeons:has_structure/small_dungeon, bettermineshafts:has_structure/mineshaft, naturalist:has_snake, endermanoverhaul:cave_spawns, supplementaries:has_wild_flax, waystones:has_structure/waystone, naturalist:has_lizard, friendsandfoes:has_rascal, wildernature:spawns_boar, naturalist:has_zebra, betterstrongholds:has_structure/stronghold, naturalist:has_vulture, sereneseasons:tropical_biomes, candlelight:spawns_tomatoes, structory:has_structure/chapel, vinery:spawns_savanna_grape, c:climate_dry, minecraft:has_structure/pillager_outpost, naturalist:has_boar, loot_n_explore:has_structure/wizards_fire_monolith, ae2:has_meteorites, minecraft:is_savanna, explorify:has_structure/ruins, c:is_sparse/overworld, herbalbrews:savanna_biomes, bakery:spawns_strawberries, minecraft:has_structure/ruined_portal_mountain, wildernature:spawns_bison, naturalist:has_rhino, minecraft:snow_golem_melts, c:savanna, friendsandfoes:has_savanna_mauler"
228,"incendium:withered_forest","c:climate_dry, structory_towers:soul_sand_valleys, friendsandfoes:has_structure/citadel, forge:is_hot/nether, minecraft:spawns_warm_variant_farm_animals, c:in_nether, minecraft:is_nether, explorify:has_structure/black_spiral, forge:is_dry/nether, c:nether_forests, minecraft:spawns_warm_variant_frogs, minecraft:has_structure/ruined_portal_nether, betterfortresses:has_structure/better_fortress, minecraft:has_structure/nether_fortress, c:climate_hot, incendium:all_incendium_biomes, farmersdelight:has_wild_beetroots, betterdungeons:has_structure/small_nether_dungeon, incendium:entity/has_spirit, minecraft:has_structure/bastion_remnant"
229,"minecraft:wooded_badlands","bloomingnature:overworld, betterdungeons:has_structure/spider_dungeon, c:is_sparse, c:mesa, farmersdelight:wild_potatoes_whitelist, farmersdelight:has_wild_beetroots, creeperoverhaul:has_badlands_creeper, friendsandfoes:has_rascal, c:is_sandy, supplementaries:has_way_signs, structory:has_structure/ruins, candlelight:spawns_tomatoes, betterstrongholds:has_structure/better_stronghold, betterstrongholds:has_structure/stronghold, naturalist:has_vulture, c:is_mountain, structory_towers:badlands, loot_n_explore:has_structure/wizards_fire_monolith, naturalist:has_rattlesnake, vinery:spawns_savanna_grape, betterdungeons:has_structure/zombie_dungeon, c:climate_dry, endermanoverhaul:cave_spawns, c:is_dry/overworld, minecraft:has_structure/ruined_portal_mountain, endermanoverhaul:badlands_spawns, c:in_overworld, minecraft:is_badlands, explorify:has_structure/ruins, farmersdelight:wild_carrots_whitelist, vinery:spawns_jungle_grape, minecraft:spawns_warm_variant_frogs, minecraft:has_structure/trial_chambers, bettermineshafts:has_structure/better_mineshaft_red_desert, supplementaries:has_cave_urns, minecraft:spawns_warm_variant_farm_animals, minecraft:snow_golem_melts, bettermineshafts:has_structure/better_mineshaft_mesa, c:is_slope, endermanoverhaul:all_spawns, towns_and_towers:has_structure/pillager_outpost_wooded_badlands, c:climate_hot, ae2:has_meteorites, moremobvariants:additional_wolf_spawns, bettermineshafts:has_structure/mineshaft, structory_towers:has_structure/towers, galosphere:has_structure/forgotten_ruins, minecraft:has_structure/mineshaft_mesa, supplementaries:has_wild_flax, waystones:has_structure/waystone, c:badlands, minecraft:stronghold_biased_to, betterdungeons:has_structure/skeleton_dungeon, friendsandfoes:has_badlands_mauler, minecraft:is_overworld, minecraft:has_structure/mineshaft, minecraft:has_structure/stronghold, farmersdelight:wild_onions_whitelist, moremobvariants:wolf_striped_spawns, towns_and_towers:has_structure/village_wooded_badlands_tipi, farm_and_charm:spawns_wild_tomatoes_and_corn, betterdungeons:has_structure/small_dungeon, c:is_sparse/overworld, c:is_plateau, sereneseasons:tropical_biomes, c:is_dry"
230,"still_life:wooded_highlands","farmersdelight:wild_potatoes_whitelist, underground_bunkers:has_structure/underground_bunker_biomes, vinery:spawns_grape, minecraft:stronghold_biased_to, meadow:spawns_rocky_sheep, betterstrongholds:has_structure/better_stronghold, structory:has_structure/ruins, bettermineshafts:has_structure/mineshaft, betterstrongholds:has_structure/stronghold, supplementaries:has_wild_flax, friendsandfoes:has_rascal, still_life:is_still_life, farmersdelight:wild_carrots_whitelist, minecraft:is_overworld, betterdungeons:has_structure/zombie_dungeon, supplementaries:has_cave_urns, betterdungeons:has_structure/small_dungeon, supplementaries:has_way_signs, c:mountain, naturalist:has_snail, betterdungeons:has_structure/skeleton_dungeon, naturalist:has_robin, naturalist:has_bear, minecraft:has_structure/ruined_portal_mountain, minecraft:has_structure/pillager_outpost, vinery:spawns_taiga_grape, ae2:has_meteorites, naturalist:has_canary, minecraft:has_structure/mineshaft, farmersdelight:wild_onions_whitelist, structory_towers:has_structure/towers, explorify:has_structure/ruins, minecraft:is_mountain, c:in_overworld, herbalbrews:mountain_biomes, betterdungeons:has_structure/spider_dungeon, galosphere:has_structure/forgotten_ruins, minecraft:has_structure/stronghold"
231,"still_life:wooded_mediterranean_steppe","naturalist:has_butterfly, minecraft:has_structure/mineshaft, minecraft:has_structure/village_plains, naturalist:has_firefly, betterstrongholds:has_structure/better_stronghold, wildernature:spawns_bison, bettermineshafts:has_structure/better_mineshaft_oak, explorify:has_structure/tavern, supplementaries:has_cave_urns, naturalist:has_snail, naturalist:has_robin, still_life:is_still_life, c:in_overworld, minecraft:has_structure/stronghold, structory_towers:has_structure/towers, explorify:has_structure/farmstead, towns_and_towers:has_structure/exclusives/pillager_outpost_iberian, c:plains, farmersdelight:wild_onions_whitelist, loot_n_explore:has_structure/wizards_plains_structures, minecraft:is_overworld, betterdungeons:has_structure/skeleton_dungeon, farmersdelight:wild_potatoes_whitelist, galosphere:has_structure/forgotten_ruins, explorify:has_structure/watchtower_plains, untitledduckmod:goose_spawn, t_and_t:has_structure/village_mediterranean, vinery:spawns_grape, supplementaries:has_wild_flax, minecraft:stronghold_biased_to, farmersdelight:wild_carrots_whitelist, explorify:has_structure/ruins, supplementaries:has_way_signs, betterdungeons:has_structure/zombie_dungeon, friendsandfoes:has_rascal, naturalist:has_deer, betterdungeons:has_structure/spider_dungeon, betterdungeons:has_structure/small_dungeon, betterstrongholds:has_structure/stronghold, towns_and_towers:has_structure/exclusives/village_iberian, naturalist:has_sparrow, structory:has_structure/ruins, bettermineshafts:has_structure/mineshaft, naturalist:has_snake, ae2:has_meteorites, structory:has_structure/northern_ruin"
