"Registry name","Map color (hex)","Map color (int)"
"diagonalfences:extshape_blockus/chiseled_limestone_fence","#8F7748","9402184"
"diagonalfences:extshape_blockus/chiseled_marble_fence","#FFFCF5","16776437"
"diagonalfences:extshape_blockus/chiseled_mud_brick_fence","#876B62","8874850"
"diagonalfences:extshape_blockus/chiseled_sculk_brick_fence","#4C7F99","5013401"
"diagonalfences:extshape_blockus/chiseled_tuff_fence","#392923","3746083"
"diagonalfences:extshape_blockus/chiseled_viridite_fence","#007C00","31744"
"diagonalfences:extshape_blockus/chocolate_brick_fence","#664C33","6704179"
"diagonalfences:extshape_blockus/chocolate_fence","#664C33","6704179"
"diagonalfences:extshape_blockus/chocolate_squares_fence","#664C33","6704179"
"diagonalfences:extshape_blockus/chorus_fence","#7F3FB2","8339378"
"diagonalfences:extshape_blockus/cracked_tuff_brick_fence","#392923","3746083"
"diagonalfences:extshape_blockus/crimson_wart_brick_fence","#993333","10040115"
"diagonalfences:extshape_blockus/crimson_warty_blackstone_brick_fence","#191919","1644825"
"diagonalfences:extshape_blockus/cut_soul_sandstone_fence","#664C33","6704179"
"diagonalfences:extshape_blockus/cyan_gingham_wool_fence","#4C7F99","5013401"
"diagonalfences:extshape_blockus/cyan_patterned_wool_fence","#4C7F99","5013401"
"diagonalfences:extshape_blockus/cyan_shingles_fence","#575C5C","5725276"
"diagonalfences:extshape_blockus/cyan_stone_brick_fence","#4C7F99","5013401"
"diagonalfences:extshape_blockus/diorite_brick_fence","#FFFCF5","16776437"
"diagonalfences:extshape_blockus/dripstone_brick_fence","#4C3223","4993571"
"diagonalfences:extshape_blockus/end_tile_fence","#F7E9A3","16247203"
"diagonalfences:extshape_blockus/ender_fence","#4C522A","5001770"
"diagonalfences:extshape_blockus/glowing_obsidian_fence","#191919","1644825"
"diagonalfences:extshape_blockus/granite_brick_fence","#976D4D","9923917"
"diagonalfences:extshape_blockus/gray_gingham_wool_fence","#4C4C4C","5000268"
"diagonalfences:extshape_blockus/gray_patterned_wool_fence","#4C4C4C","5000268"
"diagonalfences:extshape_blockus/gray_shingles_fence","#392923","3746083"
"diagonalfences:extshape_blockus/gray_stone_brick_fence","#4C4C4C","5000268"
"diagonalfences:extshape_blockus/green_gingham_wool_fence","#667F33","6717235"
"diagonalfences:extshape_blockus/green_patterned_wool_fence","#667F33","6717235"
"diagonalfences:extshape_blockus/green_shingles_fence","#4C522A","5001770"
"diagonalfences:extshape_blockus/green_stone_brick_fence","#667F33","6717235"
"diagonalfences:extshape_blockus/herringbone_andesite_brick_fence","#707070","7368816"
"diagonalfences:extshape_blockus/herringbone_brick_fence","#993333","10040115"
"diagonalfences:extshape_blockus/herringbone_charred_brick_fence","#993333","10040115"
"diagonalfences:extshape_blockus/herringbone_deepslate_brick_fence","#646464","6579300"
"diagonalfences:extshape_blockus/herringbone_diorite_brick_fence","#FFFCF5","16776437"
"diagonalfences:extshape_blockus/herringbone_end_stone_brick_fence","#F7E9A3","16247203"
"diagonalfences:extshape_blockus/herringbone_granite_brick_fence","#976D4D","9923917"
"diagonalfences:extshape_blockus/herringbone_nether_brick_fence","#700200","7340544"
"diagonalfences:extshape_blockus/herringbone_polished_basalt_brick_fence","#191919","1644825"
"diagonalfences:extshape_blockus/herringbone_polished_blackstone_brick_fence","#191919","1644825"
"diagonalfences:extshape_blockus/herringbone_red_nether_brick_fence","#700200","7340544"
"diagonalfences:extshape_blockus/herringbone_sandy_brick_fence","#993333","10040115"
"diagonalfences:extshape_blockus/herringbone_soaked_brick_fence","#993333","10040115"
"diagonalfences:extshape_blockus/herringbone_stone_brick_fence","#707070","7368816"
"diagonalfences:extshape_blockus/herringbone_teal_nether_brick_fence","#4C7F99","5013401"
"diagonalfences:extshape_blockus/herringbone_tuff_brick_fence","#392923","3746083"
"diagonalfences:extshape_blockus/honeycomb_brick_fence","#993333","10040115"
"diagonalfences:extshape_blockus/ice_brick_fence","#A0A0FF","10526975"
"diagonalfences:extshape_blockus/large_brick_fence","#993333","10040115"
"diagonalfences:extshape_blockus/lava_brick_fence","#707070","7368816"
"diagonalfences:extshape_blockus/lava_polished_blackstone_brick_fence","#191919","1644825"
"diagonalfences:extshape_blockus/light_blue_gingham_wool_fence","#6699D8","6724056"
"diagonalfences:extshape_blockus/light_blue_patterned_wool_fence","#6699D8","6724056"
"diagonalfences:extshape_blockus/light_blue_shingles_fence","#706C8A","7367818"
"diagonalfences:extshape_blockus/light_blue_stone_brick_fence","#6699D8","6724056"
"diagonalfences:extshape_blockus/light_gray_gingham_wool_fence","#999999","10066329"
"diagonalfences:extshape_blockus/light_gray_patterned_wool_fence","#999999","10066329"
"diagonalfences:extshape_blockus/light_gray_shingles_fence","#876B62","8874850"
"diagonalfences:extshape_blockus/lime_gingham_wool_fence","#7FCC19","8375321"
"diagonalfences:extshape_blockus/lime_patterned_wool_fence","#7FCC19","8375321"
"diagonalfences:extshape_blockus/lime_shingles_fence","#677535","6780213"
"diagonalfences:extshape_blockus/lime_stone_brick_fence","#7FCC19","8375321"
"diagonalfences:extshape_blockus/limestone_brick_fence","#8F7748","9402184"
"diagonalfences:extshape_blockus/limestone_fence","#8F7748","9402184"
"diagonalfences:extshape_blockus/limestone_squares_fence","#8F7748","9402184"
"diagonalfences:extshape_blockus/limestone_tile_fence","#8F7748","9402184"
"diagonalfences:extshape_blockus/magenta_gingham_wool_fence","#B24CD8","11685080"
"diagonalfences:extshape_blockus/magenta_patterned_wool_fence","#B24CD8","11685080"
"diagonalfences:extshape_blockus/magenta_shingles_fence","#95576C","9787244"
"diagonalfences:extshape_blockus/magenta_stone_brick_fence","#B24CD8","11685080"
"diagonalfences:extshape_blockus/magma_brick_fence","#700200","7340544"
"diagonalfences:extshape_blockus/marble_brick_fence","#FFFCF5","16776437"
"diagonalfences:extshape_blockus/marble_fence","#FFFCF5","16776437"
"diagonalfences:extshape_blockus/marble_squares_fence","#FFFCF5","16776437"
"diagonalfences:extshape_blockus/marble_tile_fence","#FFFCF5","16776437"
"diagonalfences:extshape_blockus/membrane_fence","#D1B1A1","13742497"
"diagonalfences:extshape_blockus/mossy_deepslate_brick_fence","#646464","6579300"
"diagonalfences:extshape_blockus/mossy_tuff_brick_fence","#392923","3746083"
"diagonalfences:extshape_blockus/nether_stars_fence","#FFFCF5","16776437"
"diagonalfences:extshape_blockus/nether_tile_fence","#700200","7340544"
"diagonalfences:extshape_blockus/netherrack_brick_fence","#700200","7340544"
"diagonalfences:extshape_blockus/obsidian_brick_fence","#191919","1644825"
"diagonalfences:extshape_blockus/orange_gingham_wool_fence","#D87F33","14188339"
"diagonalfences:extshape_blockus/orange_patterned_wool_fence","#D87F33","14188339"
"diagonalfences:extshape_blockus/orange_shingles_fence","#9F5224","10441252"
"diagonalfences:extshape_blockus/orange_stone_brick_fence","#D87F33","14188339"
"diagonalfences:extshape_blockus/paper_fence","#FFFCF5","16776437"
"diagonalfences:extshape_blockus/phantom_purpur_brick_fence","#B24CD8","11685080"
"diagonalfences:extshape_blockus/phantom_purpur_fence","#B24CD8","11685080"
"diagonalfences:extshape_blockus/phantom_purpur_squares_fence","#B24CD8","11685080"
"diagonalfences:extshape_blockus/pink_gingham_wool_fence","#F27FA5","15892389"
"diagonalfences:extshape_blockus/pink_patterned_wool_fence","#F27FA5","15892389"
"diagonalfences:extshape_blockus/pink_shingles_fence","#A04D4E","10505550"
"diagonalfences:extshape_blockus/pink_stone_brick_fence","#F27FA5","15892389"
"diagonalfences:extshape_blockus/polished_amethyst_fence","#7F3FB2","8339378"
"diagonalfences:extshape_blockus/polished_basalt_brick_fence","#191919","1644825"
"diagonalfences:extshape_blockus/polished_basalt_circular_paving_fence","#191919","1644825"
"diagonalfences:extshape_blockus/polished_blackstone_tile_fence","#191919","1644825"
"diagonalfences:extshape_blockus/polished_bluestone_fence","#4C7F99","5013401"
"diagonalfences:extshape_blockus/polished_charred_nether_brick_fence","#191919","1644825"
"diagonalfences:extshape_blockus/polished_dripstone_fence","#4C3223","4993571"
"diagonalfences:extshape_blockus/polished_end_stone_fence","#F7E9A3","16247203"
"diagonalfences:extshape_blockus/polished_limestone_fence","#8F7748","9402184"
"diagonalfences:extshape_blockus/polished_marble_fence","#FFFCF5","16776437"
"diagonalfences:extshape_blockus/polished_nether_brick_fence","#700200","7340544"
"diagonalfences:extshape_blockus/polished_netherrack_fence","#700200","7340544"
"diagonalfences:extshape_blockus/polished_phantom_purpur_fence","#B24CD8","11685080"
"diagonalfences:extshape_blockus/polished_purpur_fence","#B24CD8","11685080"
"diagonalfences:extshape_blockus/polished_red_nether_brick_fence","#700200","7340544"
"diagonalfences:extshape_blockus/polished_sculk_fence","#4C7F99","5013401"
"diagonalfences:extshape_blockus/polished_teal_nether_brick_fence","#4C7F99","5013401"
"diagonalfences:extshape_blockus/polished_tuff_fence","#392923","3746083"
"diagonalfences:extshape_blockus/polished_viridite_fence","#007C00","31744"
"diagonalfences:extshape_blockus/prismarine_circular_paving_fence","#5CDBD5","6085589"
"diagonalfences:extshape_blockus/prismarine_tile_fence","#5CDBD5","6085589"
"diagonalfences:extshape_blockus/purple_gingham_wool_fence","#7F3FB2","8339378"
"diagonalfences:extshape_blockus/purple_patterned_wool_fence","#7F3FB2","8339378"
"diagonalfences:extshape_blockus/purple_shingles_fence","#7A4958","8014168"
"diagonalfences:extshape_blockus/purple_stone_brick_fence","#7F3FB2","8339378"
"diagonalfences:extshape_blockus/purpur_brick_fence","#B24CD8","11685080"
"diagonalfences:extshape_blockus/purpur_squares_fence","#B24CD8","11685080"
"diagonalfences:extshape_blockus/quartz_tile_fence","#FFFCF5","16776437"
"diagonalfences:extshape_blockus/rainbow_brick_fence","#993333","10040115"
"diagonalfences:extshape_blockus/rainbow_fence","#6699D8","6724056"
"diagonalfences:extshape_blockus/rainbow_glowstone_fence","#F7E9A3","16247203"
"diagonalfences:extshape_blockus/red_gingham_wool_fence","#993333","10040115"
"diagonalfences:extshape_blockus/red_patterned_wool_fence","#993333","10040115"
"diagonalfences:extshape_blockus/red_sandstone_brick_fence","#D87F33","14188339"
"diagonalfences:extshape_blockus/red_shingles_fence","#8E3C2E","9321518"
"diagonalfences:extshape_blockus/red_stone_brick_fence","#993333","10040115"
"diagonalfences:extshape_blockus/rotten_flesh_fence","#8E3C2E","9321518"
"diagonalfences:extshape_blockus/rough_basalt_fence","#191919","1644825"
"diagonalfences:extshape_blockus/rough_red_sandstone_fence","#D87F33","14188339"
"diagonalfences:extshape_blockus/rough_sandstone_fence","#F7E9A3","16247203"
"diagonalfences:extshape_blockus/rough_soul_sandstone_fence","#664C33","6704179"
"diagonalfences:extshape_blockus/sandstone_brick_fence","#F7E9A3","16247203"
"diagonalfences:extshape_blockus/sandy_brick_fence","#993333","10040115"
"diagonalfences:extshape_blockus/sculk_brick_fence","#4C7F99","5013401"
"diagonalfences:extshape_blockus/shingles_fence","#D87F33","14188339"
"diagonalfences:extshape_blockus/small_bluestone_brick_fence","#4C7F99","5013401"
"diagonalfences:extshape_blockus/small_end_stone_brick_fence","#F7E9A3","16247203"
"diagonalfences:extshape_blockus/small_limestone_brick_fence","#8F7748","9402184"
"diagonalfences:extshape_blockus/small_magma_brick_fence","#700200","7340544"
"diagonalfences:extshape_blockus/small_marble_brick_fence","#FFFCF5","16776437"
"diagonalfences:extshape_blockus/small_obsidian_brick_fence","#191919","1644825"
"diagonalfences:extshape_blockus/small_phantom_purpur_brick_fence","#B24CD8","11685080"
"diagonalfences:extshape_blockus/small_purpur_brick_fence","#B24CD8","11685080"
"diagonalfences:extshape_blockus/small_red_sandstone_brick_fence","#D87F33","14188339"
"diagonalfences:extshape_blockus/small_sandstone_brick_fence","#F7E9A3","16247203"
"diagonalfences:extshape_blockus/small_soul_sandstone_brick_fence","#664C33","6704179"
"diagonalfences:extshape_blockus/small_viridite_brick_fence","#007C00","31744"
"diagonalfences:extshape_blockus/smooth_soul_sandstone_fence","#664C33","6704179"
"diagonalfences:extshape_blockus/snow_brick_fence","#FFFFFF","16777215"
"diagonalfences:extshape_blockus/soaked_brick_fence","#993333","10040115"
"diagonalfences:extshape_blockus/soul_sandstone_brick_fence","#664C33","6704179"
"diagonalfences:extshape_blockus/stars_fence","#191919","1644825"
"diagonalfences:extshape_blockus/stone_tile_fence","#707070","7368816"
"diagonalfences:extshape_blockus/stripped_white_oak_wood_fence","#876B62","8874850"
"diagonalfences:extshape_blockus/teal_nether_brick_fence","#4C7F99","5013401"
"diagonalfences:extshape_blockus/thatch_fence","#E5E533","15066419"
"diagonalfences:extshape_blockus/tuff_brick_fence","#392923","3746083"
"diagonalfences:extshape_blockus/viridite_brick_fence","#007C00","31744"
"diagonalfences:extshape_blockus/viridite_fence","#007C00","31744"
"diagonalfences:extshape_blockus/viridite_squares_fence","#007C00","31744"
"diagonalfences:extshape_blockus/viridite_tile_fence","#007C00","31744"
"diagonalfences:extshape_blockus/warped_wart_brick_fence","#14B485","1356933"
"diagonalfences:extshape_blockus/warped_warty_blackstone_brick_fence","#191919","1644825"
"diagonalfences:extshape_blockus/white_gingham_wool_fence","#FFFFFF","16777215"
"diagonalfences:extshape_blockus/white_oak_wood_fence","#876B62","8874850"
"diagonalfences:extshape_blockus/white_patterned_wool_fence","#FFFFFF","16777215"
"diagonalfences:extshape_blockus/white_shingles_fence","#D1B1A1","13742497"
"diagonalfences:extshape_blockus/white_stone_brick_fence","#FFFFFF","16777215"
"diagonalfences:extshape_blockus/yellow_gingham_wool_fence","#E5E533","15066419"
"diagonalfences:extshape_blockus/yellow_patterned_wool_fence","#E5E533","15066419"
"diagonalfences:extshape_blockus/yellow_shingles_fence","#BA8524","12223780"
"diagonalfences:extshape_blockus/yellow_stone_brick_fence","#E5E533","15066419"
"diagonalfences:fetzisasiandeco/acacia_fence","#D87F33","14188339"
"diagonalfences:fetzisasiandeco/bamboo_fence","#E5E533","15066419"
"diagonalfences:fetzisasiandeco/birch_fence","#F7E9A3","16247203"
"diagonalfences:fetzisasiandeco/black_fence","#993333","10040115"
"diagonalfences:fetzisasiandeco/blue_fence","#993333","10040115"
"diagonalfences:fetzisasiandeco/brown_fence","#993333","10040115"
"diagonalfences:fetzisasiandeco/cherry_fence","#D1B1A1","13742497"
"diagonalfences:fetzisasiandeco/crimson_fence","#943F61","9715553"
"diagonalfences:fetzisasiandeco/cyan_fence","#993333","10040115"
"diagonalfences:fetzisasiandeco/dark_oak_fence","#664C33","6704179"
"diagonalfences:fetzisasiandeco/framed_block_fence","#D87F33","14188339"
"diagonalfences:fetzisasiandeco/gray_fence","#993333","10040115"
"diagonalfences:fetzisasiandeco/green_fence","#993333","10040115"
"diagonalfences:fetzisasiandeco/jungle_fence","#976D4D","9923917"
"diagonalfences:fetzisasiandeco/light_blue_fence","#993333","10040115"
"diagonalfences:fetzisasiandeco/light_gray_fence","#993333","10040115"
"diagonalfences:fetzisasiandeco/lime_fence","#993333","10040115"
"diagonalfences:fetzisasiandeco/magenta_fence","#993333","10040115"
"diagonalfences:fetzisasiandeco/mangrove_fence","#993333","10040115"
"diagonalfences:fetzisasiandeco/oak_fence","#8F7748","9402184"
"diagonalfences:fetzisasiandeco/orange_fence","#993333","10040115"
"diagonalfences:fetzisasiandeco/pink_fence","#993333","10040115"
"diagonalfences:fetzisasiandeco/purple_fence","#993333","10040115"
"diagonalfences:fetzisasiandeco/red_fence","#993333","10040115"
"diagonalfences:fetzisasiandeco/spruce_fence","#815631","8476209"
"diagonalfences:fetzisasiandeco/warped_fence","#3A8E8C","3837580"
"diagonalfences:fetzisasiandeco/white_fence","#993333","10040115"
"diagonalfences:fetzisasiandeco/yellow_fence","#993333","10040115"
"diagonalfences:hybrid-aquatic/driftwood_fence","#8F7748","9402184"
"diagonalfences:mcwfences/acacia_hedge","#667F33","6717235"
"diagonalfences:mcwfences/acacia_horse_fence","#8F7748","9402184"
"diagonalfences:mcwfences/acacia_picket_fence","#8F7748","9402184"
"diagonalfences:mcwfences/acacia_stockade_fence","#8F7748","9402184"
"diagonalfences:mcwfences/acacia_wired_fence","#8F7748","9402184"
"diagonalfences:mcwfences/andesite_grass_topped_wall","#707070","7368816"
"diagonalfences:mcwfences/andesite_pillar_wall","#707070","7368816"
"diagonalfences:mcwfences/azalea_hedge","#667F33","6717235"
"diagonalfences:mcwfences/bamboo_fence","#667F33","6717235"
"diagonalfences:mcwfences/bamboo_horse_fence","#F7E9A3","16247203"
"diagonalfences:mcwfences/bamboo_picket_fence","#F7E9A3","16247203"
"diagonalfences:mcwfences/bamboo_stockade_fence","#F7E9A3","16247203"
"diagonalfences:mcwfences/bamboo_wired_fence","#F7E9A3","16247203"
"diagonalfences:mcwfences/birch_hedge","#667F33","6717235"
